ID,Transect,cit_2,riv_2,vill_2,for_2,bft,mar,bm.D,hum_100m,PP_15_2,PP_30_2,sect_2,surv,effort_2,mean_effort_2,D_LT,D_CT,obs_LT,obs_CT,trans_1,cit_1,riv_1,vill_1,for_1,PP_15_1,PP_30_1,effort_1,sect_1,D_1,obs1,mean_effort_1,surv1
1324,L3225-L3226,297812.0662,16758.64218,42711.35475,0.851851852,,,,,1,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1325,L3226-L3227,292938.26,12532.89,38485.60254,1,,,,,1,1,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
1326,L3227-L3228,288183.395,8184.784288,34137.49711,1,,,,,1,1,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1327,L3228-L3229,283577.7419,4699.528221,30545.511,0.62962963,,,,,1,1,6,2,1001,987.7,0,,0,-1,,,,,,,,,,,,,
1328,L3229-L3230,280238.0521,1561.457004,27308.77949,0.1,,,,,1,1,6,2,273,987.7,0,,0,-1,,,,,,,,,,,,,
1329,L322-L323,317019.308,11904.01581,114296.8984,0.666666667,,,,,0,0,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
1330,L323-L324,322478.7419,16942.87703,118311.6594,0.851851852,,,,,0,0,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
1331,L324-L325,327443.3148,21137.63424,122008.4691,1,,,,,0,0,6,2,1019,987.7,0,,0,-1,,,,,,,,,,,,,
1332,L325-L326,332499.7813,24789.07324,121768.1388,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1333,L326-L327,338279.106,29095.22736,118401.1722,0.777777778,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1334,L327-L328,343119.6713,33230.21202,114922.7214,1,,,,,0,1,6,2,1017,987.7,0,,0,-1,,,,,,,,,,,,,
1335,L328-L329,347461.1516,36944.98669,111694.9115,1,,,,,0,1,6,2,1013,987.7,0,,0,-1,,,,,,,,,,,,,
1336,L329-L3210,352177.2743,40704.20222,107860.0718,1,,,,,0,1,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1337,L32-L33,181853.8663,23768.16692,27629.49962,1,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1338,L3310-L339,356268.2356,40542.79171,94218.89397,0.851851852,,,,,0,1,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
1339,L3311-L3310,360886.7639,44143.88918,91118.08738,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1340,L3312-L3311,360169.4479,47763.95862,88248.00434,1,,,,,0,1,6,2,1005,987.7,0,,0,-1,,,,,,,,,,,,,
1341,L3313-L3312,357633.0938,51207.66826,85269.47106,1,,,,,0,1,6,2,1011,987.7,35.782,,1,-1,,,,,,,,,,,,,
1342,L3314-L3313,354711.4832,55419.24638,82131.18345,1,,,,,0,1,6,2,1018,987.7,35.536,,1,-1,,,,,,,,,,,,,
1343,L3315-L3314,350295.9861,57651.67954,79536.70341,1,,,,,0,1,6,2,1006,987.7,215.76,,1,-1,,,,,,,,,,,,,
1344,L3316-L3315,345579.8484,54430.50434,77428.48003,1,,,,,0,1,6,2,1012,987.7,35.746,,1,-1,,,,,,,,,,,,,
1345,L3317-L3316,340599.7243,50268.71325,74367.70052,1,,,,,0,1,6,2,1009,987.7,35.853,,1,-1,,,,,,,,,,,,,
1346,L3318-L3317,335820.1829,46540.21364,70639.20132,1,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1347,L3319-L3318,331066.3486,42413.60764,66512.59447,1,,,,,0,1,6,2,1018,987.7,0,,0,-1,,,,,,,,,,,,,
1348,L3320-L3319,326297.3292,38294.4767,62393.46415,1,,,,,1,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1349,L3321-L3320,321317.2083,34328.07357,58425.26519,1,,,,,1,1,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
1350,L3322-L3321,316601.0764,30279.51845,54221.3099,1,,,,,1,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1351,L3323-L3322,311988.5986,26118.29716,49819.60822,1,,,,,1,1,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
1352,L3324-L3323,307022.2396,21537.85945,45187.86024,1,,,,,1,1,6,2,1020,987.7,0,,0,-1,,,,,,,,,,,,,
1353,L3325-L3324,302098.1076,16776.98456,40435.6645,1,,,,,1,1,6,2,1018,987.7,0,,0,-1,,,,,,,,,,,,,
1354,L3326-L3325,297436.3009,12505.57324,36154.62572,1,,,,,1,1,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
1355,L3327-L3326,292619.8571,8697.892456,32294.92188,1,,,,,1,1,6,2,1002,987.7,0,,0,-1,,,,,,,,,,,,,
1356,L3328-L3327,287901.5451,4644.85406,28148.37703,1,,,,,1,1,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
1357,L3329-L3328,284312.9255,2040.00492,25416.25075,0.692307692,,,,,1,1,6,2,421,987.7,0,,0,-1,,,,,,,,,,,,,
1358,L332-L331,316146.64,8749.514141,106234.8549,0.518518519,,,,,0,0,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
1359,L333-L332,320819.933,12360.96709,109148.3712,1,,,,,0,0,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
1360,L334-L333,325093.8588,15145.2371,111731.192,1,,,,,0,0,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1361,L335-L334,329437.601,18385.24287,113770.9459,0.925925926,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1362,L336-L335,335180.7604,22722.00789,111586.6355,0.62962963,,,,,0,1,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
1363,L337-L336,341040.0865,27877.83028,107046.7093,0.714285714,,,,,0,1,6,2,1018,987.7,0,,0,-1,,,,,,,,,,,,,
1364,L338-L337,346097.0822,32549.20052,102293.5394,1,,,,,0,1,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
1365,L339-L338,351259.095,36815.17216,98266.93258,1,,,,,0,1,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1366,L33-L34,176924.889,21218.8946,23838.61957,0.851851852,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1367,L3410-L349,353212.5579,35666.40336,86604.1169,1,,,,,0,1,6,2,1022,987.7,0,,0,-1,,,,,,,,,,,,,
1368,L3411-L3410,352573.4537,39323.9052,82956.76563,1,,,,,0,1,6,2,1017,987.7,0,,0,-1,,,,,,,,,,,,,
1369,L3412-L3411,348168.4957,43068.19329,79304.37442,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1370,L3413-L3412,343665.4005,46769.09738,75660.04827,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1371,L3414-L3413,339777.8149,50492.56959,72156.75,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1372,L3415-L3414,335412.1685,54538.06539,68671.97193,1,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1373,L3416-L3415,331951.2338,54893.04074,65791.90904,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1374,L3417-L3416,329326.7442,51298.25694,63309.19387,1,,,,,0,1,6,2,1004,987.7,0,,0,-1,,,,,,,,,,,,,
1375,L3418-L3417,326843.3063,47439.80324,60637.31453,1,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1376,L3419-L3418,324427.5694,43174.85668,58205.73518,1,,,,,0,1,6,2,1022,987.7,0,,0,-1,,,,,,,,,,,,,
1377,L3420-L3419,321877.0208,38859.95356,56697.31308,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1378,L3421-L3420,319392.5648,34762.74696,54865.89959,1,,,,,1,1,6,2,1022,987.7,0,,0,-1,,,,,,,,,,,,,
1379,L3422-L3421,316856.2095,30061.34724,51170.36203,1,,,,,1,1,6,2,1020,987.7,0,,0,-1,,,,,,,,,,,,,
1380,L3423-L3422,313952.1667,25549.62019,46674.51381,1,,,,,1,1,6,2,1020,987.7,0,,0,-1,,,,,,,,,,,,,
1381,L3424-L3423,309259.4699,20809.91782,41931.01317,1,,,,,1,1,6,2,1018,987.7,0,,0,-1,,,,,,,,,,,,,
1382,L3425-L3424,304313.8148,17066.48018,38085.13223,1,,,,,1,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1383,L3426-L3425,300380.6509,13433.98618,34146.00615,1,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1384,L3427-L3426,295821.8125,9962.369321,30055.44734,1,,,,,1,1,6,2,1016,987.7,0,,0,-1,,,,,,,,,,,,,
1385,L3428-L3427,292067.0347,7243.251302,26076.46144,1,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1386,L3429-L3428,290241.6947,5495.613459,23232.20082,1,,,,,1,1,6,2,375,987.7,0,,0,-1,,,,,,,,,,,,,
1387,L342-L341,315644.3704,5090.662272,97937.6467,0,,,,,0,0,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
1388,L343-L342,318119.1412,7465.552825,100058.7295,0.407407407,,,,,0,0,6,2,1008,987.7,0,,0,-1,,,,,,,,,,,,,
1389,L344-L343,322167.2083,10160.34603,102741.4103,0.814814815,,,,,0,0,6,2,1023,987.7,0,,0,-1,,,,,,,,,,,,,
1390,L345-L344,327103.1154,13517.57153,105911.6694,0.964285714,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1391,L346-L345,331958.456,17557.82715,104816.5136,0.962962963,,,,,0,1,6,2,1021,987.7,0,,0,-1,,,,,,,,,,,,,
1392,L347-L346,337764.331,22749.0357,99609.38812,0.653846154,,,,,0,1,6,2,1003,987.7,0,,0,-1,,,,,,,,,,,,,
1393,L348-L347,343221.3739,27500.1603,94956.25781,1,,,,,0,1,6,2,1017,987.7,0,,0,-1,,,,,,,,,,,,,
1394,L349-L348,348546.4243,31832.3766,90570.42383,1,,,,,0,1,6,2,1010,987.7,0,,0,-1,,,,,,,,,,,,,
1395,L34-L35,172266.295,17476.59141,20534.09033,0.821428571,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1396,L3510-L3511,329138.7535,49132.739,69657.69329,0.666666667,,,,,0,1,6,2,1027,987.7,0,,0,-1,,,,,,,,,,,,,
1397,L3511-L3512,326411.2188,53421.73409,66098.44459,0.888888889,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1398,L3512-L3513,324107.2998,57492.64395,63414.05252,0.666666667,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1399,L3513-L3514,321445.0156,59265.2066,59862.11155,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1400,L3514-L3515,317903.397,56212.86039,56197.96021,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1401,L3515-L3516,314080.9375,52399.14222,52315.62225,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1402,L3516-L3517,310217.088,48575.54644,48788.67303,1,,,,,0,1,6,2,1005,987.7,0,,0,-1,,,,,,,,,,,,,
1403,L3517-L3518,305629.2746,44975.60185,45198.82769,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1404,L3518-L3519,302223.3762,41140.28646,42422.79398,1,,,,,0,1,6,2,1015,987.7,35.641,,1,-1,,,,,,,,,,,,,
1405,L3519-L3520,299755.765,37574.91334,40154.49667,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1406,L351-L352,312512.3287,6461.669405,94167.29507,0.730769231,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1407,L3520-L3521,297173.8947,34210.29999,37511.07538,1,,,,,1,1,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
1408,L3521-L3522,294637.5394,30863.31944,34648.49494,1,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1409,L3522-L3523,292184.4051,27957.83058,33336.26852,1,,,,,1,1,6,2,1000,987.7,36.175,,1,-1,,,,,,,,,,,,,
1410,L3523-L3524,289602.5347,26037.35944,31579.4361,1,,,,,1,1,6,2,1006,987.7,0,,0,-1,,,,,,,,,,,,,
1411,L3524-L3525,287248.6395,23848.02211,30011.13421,1,,,,,1,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1412,L3525-L3526,284824.5054,21966.0625,28042.48064,1,,,,,1,1,6,2,821,987.7,0,,0,-1,,,,,,,,,,,,,
1413,L352-L353,318967.2257,10917.16178,97811.30353,0.407407407,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1414,L353-L354,325054.0359,15917.09937,95753.45619,0.857142857,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1415,L354-L355,330192.1111,20371.6305,91190.364,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1416,L355-L356,335245.2813,24952.60074,87746.64513,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1417,L356-L357,340633.4591,29710.66515,85203.56366,0.740740741,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1418,L357-L358,340495.9531,35043.30765,81845.64236,0.555555556,,,,,0,1,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1419,L358-L359,335390.0104,39542.94242,77648.61863,0.925925926,,,,,0,1,6,2,1002,987.7,0,,0,-1,,,,,,,,,,,,,
1420,L359-L3510,331815.8553,44290.81806,73855.89814,0.740740741,,,,,0,1,6,2,1020,987.7,0,,0,-1,,,,,,,,,,,,,
1421,L35-L36,167685.8531,12914.94399,16399.39798,0.642857143,,,,,1,1,6,2,1030,987.7,0,,0,-1,,,,,,,,,,,,,
1422,L3610-L3611,315949.2789,42879.28681,59385.80829,1,,,,,0,1,6,2,1017,987.7,106.71,,1,-1,,,,,,,,,,,,,
1423,L3611-L3612,311773.9086,45569.28545,55880.69575,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1424,L3612-L3613,306746.7778,48426.51758,52657.56948,1,,,,,0,1,6,2,1017,987.7,0,,0,-1,,,,,,,,,,,,,
1425,L3613-L3614,302808.5012,51839.96658,49867.62992,1,,,,,0,1,6,2,1000,987.7,72.351,,1,-1,,,,,,,,,,,,,
1426,L3614-L3615,300108.706,55428.89934,46984.24354,1,,,,,0,1,6,2,1018,987.7,0,,0,-1,,,,,,,,,,,,,
1427,L3615-L3616,297686.8912,58822.34737,44209.82046,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1428,L3616-L3617,295056.8951,56656.71484,41274.04157,1,,,,,0,1,6,2,1016,987.7,0,,0,-1,,,,,,,,,,,,,
1429,L3617-L3618,292537.3461,54010.6428,37160.84954,1,,,,,0,1,6,2,1016,987.7,0,,0,-1,,,,,,,,,,,,,
1430,L3618-L3619,289673.5984,50948.22625,32910.7568,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1431,L3619-L3620,285653.2489,47555.46455,29015.23915,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1432,L361-L362,307561.4832,5374.898179,89066.95793,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1433,L3620-L3621,281663.831,44731.21687,25013.34035,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1434,L3621-L3622,277444.25,43208.22063,21622.13802,1,,,,,0,1,6,2,1036,987.7,0,,0,-1,,,,,,,,,,,,,
1435,L3622-L3623,273637.2873,41338.8344,18795.47754,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1436,L3623-L3624,270903.8704,38686.87528,16359.8667,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1437,L3624-L3625,268597.7401,36408.55257,14260.7922,1,,,,,1,1,6,2,835,987.7,0,,0,-1,,,,,,,,,,,,,
1438,L362-L363,316036.1875,12131.25434,91564.54253,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1439,L363-L364,318757.213,15943.19546,86003.16956,0.37037037,,,,,0,0,6,2,1007,987.7,0,,0,-1,,,,,,,,,,,,,
1440,L364-L365,320288.3553,18386.51476,81614.78791,1,,,,,0,0,6,2,1013,987.7,0,,0,-1,,,,,,,,,,,,,
1441,L365-L366,324718.3978,22110.56322,77707.49769,0.62962963,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1442,L366-L367,330995.7019,27978.80917,72772.53183,0.321428571,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1443,L367-L368,329629.6991,32842.31532,68286.25231,1,,,,,0,1,6,2,1000,987.7,36.175,,1,-1,,,,,,,,,,,,,
1444,L368-L369,324365.5903,36624.74407,65054.35012,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1445,L369-L3610,319653.3241,39890.18238,62478.56048,1,,,,,0,1,6,2,1039,987.7,0,,0,-1,,,,,,,,,,,,,
1446,L3710-L379,303964.5475,41297.50058,46689.76056,0.814814815,,,,,0,1,6,2,1005,987.7,0,,0,-1,,,,,,,,,,,,,
1447,L3711-L3710,298722.0752,45372.31293,42532.46629,0.962962963,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1448,L3712-L3711,293561.048,49298.60489,39957.98047,1,,,,,0,1,6,2,1017,987.7,0,,0,-1,,,,,,,,,,,,,
1449,L3713-L3712,288798.1227,53169.10652,38378.86058,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1450,L3714-L3713,285307.4745,57064.24928,34732.97309,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1451,L3715-L3714,280709.7025,60229.91522,30808.47548,1,,,,,0,1,6,2,1005,987.7,0,,0,-1,,,,,,,,,,,,,
1452,L3716-L3715,275972.5116,63732.25405,27151.44198,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1453,L3717-L3716,272541.7234,63401.29731,23819.09997,1,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1454,L3718-L3717,270062.1296,61075.96354,21750.06518,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1455,L3719-L3718,267608.9954,59371.59433,19249.65386,1,,,,,0,1,6,2,1000,987.7,180.88,,1,-1,,,,,,,,,,,,,
1456,L3720-L3719,265058.4468,56018.3909,14871.06784,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1457,L3721-L3720,262830.3,53705.69097,11069.95739,1,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1458,L3722-L3721,259142.3762,51802.46687,7166.225658,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1459,L3723-L3722,255176.2121,49561.72714,3425.410943,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1460,L372-L371,303572.9317,6294.456416,80163.00781,0.37037037,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1461,L373-L372,309128.7118,10494.86292,76513.56829,1,,,,,0,0,6,2,1000,987.7,180.88,,1,-1,,,,,,,,,,,,,
1462,L374-L373,312879.4507,14685.83514,72421.80093,1,,,,,0,0,6,2,1022,987.7,0,,0,-1,,,,,,,,,,,,,
1463,L375-L374,317768.0139,18986.699,68093.88252,1,,,,,0,0,6,2,1000,987.7,72.351,,1,-1,,,,,,,,,,,,,
1464,L376-L375,321835.0409,23560.72635,63971.32321,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1465,L377-L376,319353.1979,28070.23973,60001.58333,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1466,L378-L377,314192.058,32512.915,55881.57133,1,,,,,0,1,6,2,1009,987.7,0,,0,-1,,,,,,,,,,,,,
1467,L379-L378,308853.8588,36922.17732,51605.71247,1,,,,,0,1,6,2,1043,987.7,0,,0,-1,,,,,,,,,,,,,
1468,L3810-L3811,287457.3583,44007.80259,31770.70947,1,,,,,0,1,6,2,1005,987.7,899.88,,1,-1,,,,,,,,,,,,,
1469,L3811-L3812,282345.405,47621.08158,28352.30191,1,,,,,0,1,6,2,1012,987.7,0,,0,-1,,,,,,,,,,,,,
1470,L3812-L3813,277249.0475,50867.42043,24207.88643,1,,,,,0,1,6,2,1000,987.7,72.351,,1,-1,,,,,,,,,,,,,
1471,L3813-L3814,272201.7627,54638.23326,21104.18722,1,,,,,0,1,6,2,1000,987.7,36.175,,1,-1,,,,,,,,,,,,,
1472,L3814-L3815,266823.5234,58750.77734,17686.82223,1,,,,,0,1,6,2,1011,987.7,1001.9,,1,-1,,,,,,,,,,,,,
1473,L3815-L3816,261699.989,61779.1697,14853.81615,1,,,,,0,1,6,2,1000,987.7,72.351,,1,-1,,,,,,,,,,,,,
1474,L3816-L3817,257933.1979,64756.10391,12050.96145,1,,,,,0,1,6,2,1021,987.7,0,,0,-1,,,,,,,,,,,,,
1475,L3817-L3818,254065.3767,61721.43808,8492.502224,1,,,,,0,1,6,2,1003,987.7,0,,0,-1,,,,,,,,,,,,,
1476,L3818-L3819,248876.1376,57324.08811,4651.856554,1,,,,,0,1,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1477,L3819-L3820,247359.9988,54105.89265,3168.027959,0.777777778,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1478,L381-L382,296284.9456,4953.177762,69566.93345,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1479,L3820-L3821,248208.9141,52619.97326,4007.959792,1,,,,,0,1,6,2,374,987.7,0,,0,-1,,,,,,,,,,,,,
1480,L382-L383,302480.7199,10120.94593,65384.11227,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1481,L383-L384,306875.1285,13500.32266,60335.2853,0.481481481,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1482,L384-L385,311555.1377,17209.48499,56019.61834,1,,,,,0,0,6,2,1030,987.7,0,,0,-1,,,,,,,,,,,,,
1483,L385-L386,313138.6574,21422.63129,52172.09303,1,,,,,0,0,6,2,1001,987.7,36.139,,1,-1,,,,,,,,,,,,,
1484,L386-L387,308188.6065,26140.97815,47749.43649,1,,,,,0,0,6,2,1013,987.7,107.13,,1,-1,,,,,,,,,,,,,
1485,L387-L388,302927.434,30304.46056,44061.64168,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1486,L388-L389,297880.1424,35059.43482,40294.83912,1,,,,,0,1,6,2,1027,987.7,0,,0,-1,,,,,,,,,,,,,
1487,L389-L3810,292832.8588,39711.64984,35525.85812,1,,,,,0,1,6,2,1021,987.7,212.59,,1,-1,,,,,,,,,,,,,
1488,L3910-L399,294442.7338,43450.80512,41070.94589,0,,,,,0,0,6,2,1019,987.7,0,,0,-1,,,,,,,,,,,,,
1489,L3911-L3910,287058.8588,48586.70833,35324.8465,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1490,L3912-L3911,280304.6166,53432.77776,30180.75265,0.481481481,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1491,L3913-L3912,274934.0856,56489.9524,25918.11285,1,,,,,0,1,6,2,1017,987.7,853.69,,1,-1,,,,,,,,,,,,,
1492,L3914-L3913,270071.3738,58458.38223,23150.0408,1,,,,,0,1,6,2,1002,987.7,36.103,,1,-1,,,,,,,,,,,,,
1493,L3915-L3914,265518.5914,62316.59201,19606.99899,0.814814815,,,,,0,1,6,2,1003,987.7,0,,0,-1,,,,,,,,,,,,,
1494,L3916-L3915,260608.0451,65785.05657,15092.37862,0.592592593,,,,,0,1,6,2,1027,987.7,0,,0,-1,,,,,,,,,,,,,
1495,L3917-L3916,255626.1142,67896.69213,10862.55668,1,,,,,0,1,6,2,1002,987.7,0,,0,-1,,,,,,,,,,,,,
1496,L3918-L3917,250860.4236,65491.6305,7483.163502,1,,,,,0,1,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1497,L3919-L3918,246518.7911,63108.22323,4751.998083,1,,,,,0,1,6,2,1016,987.7,0,,0,-1,,,,,,,,,,,,,
1498,L3920-L3919,243261.745,61407.14286,2929.554958,0.857142857,,,,,0,1,6,2,1039,987.7,0,,0,-1,,,,,,,,,,,,,
1499,L3921-L3920,246186.0573,63878.91133,5401.322961,1,,,,,0,1,6,2,725,987.7,0,,0,-1,,,,,,,,,,,,,
1500,L392-L391,292454.0547,4702.993693,71155.07321,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1501,L393-L392,300654.1597,10786.0967,66140.49855,0,,,,,0,0,6,2,1034,987.7,0,,0,-1,,,,,,,,,,,,,
1502,L394-L393,307157.4471,16747.46155,61919.95501,0,,,,,0,0,6,2,1017,987.7,0,,0,-1,,,,,,,,,,,,,
1503,L395-L394,312394.0145,21578.8969,58185.12598,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1504,L396-L395,311680.0475,25793.91999,55050.27373,0,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1505,L397-L396,307661.9398,29352.78899,51938.77028,0.076923077,,,,,0,0,6,2,1013,987.7,0,,0,-1,,,,,,,,,,,,,
1506,L398-L397,302569.7604,33305.72685,48156.64381,0.666666667,,,,,0,0,6,2,1015,987.7,0,,0,-1,,,,,,,,,,,,,
1507,L399-L398,297792.2778,37814.70461,44063.48424,0.620689655,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1508,L4010-L409,286012.5116,38746.50492,47653.23409,1,,,,,0,0,6,2,1008,987.7,538.32,,1,-1,,,,,,,,,,,,,
1509,L4011-L4010,280638.5011,43581.89858,43651.9226,1,,,,,0,0,6,2,1016,987.7,35.606,,1,-1,,,,,,,,,,,,,
1510,L4012-L4011,275473.0451,48395.28472,40033.03631,1,,,,,0,0,6,2,1030,987.7,561.95,,1,-1,,,,,,,,,,,,,
1511,L4013-L4012,270348.3618,52909.16247,36481.91406,1,,,,,0,0,6,2,1003,987.7,432.8,,1,-1,,,,,,,,,,,,,
1512,L4014-L4013,265161.6412,57765.72684,32871.38609,1,,,,,0,0,6,2,1038,987.7,0,,0,-1,,,,,,,,,,,,,
1513,L4015-L4014,259995.6364,62098.85214,28725.909,1,,,,,0,0,6,2,1042,987.7,0,,0,-1,,,,,,,,,,,,,
1514,L4016-L4015,254942.0204,65268.66632,25136.99474,1,,,,,0,0,6,2,1014,987.7,0,,0,-1,,,,,,,,,,,,,
1515,L4017-L4016,249772.8513,69495.68895,20557.56084,1,,,,,0,0,6,2,1000,987.7,0,,0,-1,,,,,,,,,,,,,
1516,L4018-L4017,244622.4849,72533.81395,16044.53494,1,,,,,0,0,6,2,1011,987.7,0,,0,-1,,,,,,,,,,,,,
1517,L4019-L4018,239796.0553,70513.91464,12129.88325,0.851851852,,,,,0,1,6,2,1023,987.7,0,,0,-1,,,,,,,,,,,,,
